video,frame,timestamp_sec,entry_index,is_multi_label,triplet_id,triplet_label,instrument_id,instrument,verb_id,verb,target_id,target,phase_id,phase,is_valid,is_null,num_triplets_in_frame
VID01,0,0.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,1,1.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,2,2.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,3,3.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,4,4.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,10,10.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,11,11.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,12,12.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,13,13.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,14,14.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,15,15.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,16,16.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,17,17.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,18,18.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,19,19.0,0,False,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,1
VID01,20,20.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,2
VID01,20,20.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,0,preparation,True,True,2
VID01,21,21.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,0,preparation,True,False,2
VID01,21,21.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,0,preparation,True,True,2
VID01,22,22.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,22,22.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,23,23.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,23,23.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,24,24.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,24,24.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,25,25.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,25,25.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,26,26.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,26,26.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,27,27.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,27,27.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,28,28.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,28,28.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,29,29.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,29,29.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,30,30.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,30,30.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,31,31.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,31,31.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,32,32.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,32,32.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,33,33.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,33,33.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,34,34.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,34,34.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,35,35.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,35,35.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,36,36.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,36,36.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,37,37.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,37,37.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,38,38.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,38,38.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,39,39.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,39,39.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,40,40.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,40,40.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,41,41.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,41,41.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,42,42.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,42,42.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,43,43.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,43,43.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,44,44.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,44,44.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,45,45.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,45,45.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,46,46.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,46,46.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,47,47.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,47,47.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,48,48.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
VID01,48,48.0,1,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,1,carlot-triangle-dissection,True,True,2
VID01,49,49.0,0,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,1,carlot-triangle-dissection,True,False,2
